Course,Distribs,Quality,Reviews
SPEE020: Public Speaking,,7.0,3.0
SPEE025: Persuasive Public Speaking,ART,3.0,5.0
SPEE026: New Media Communication,ART,6.0,2.0
SPEE027: Intercultural Communication,"CI, SOC",-2.0,1.0
SPEE030: Speechwriting,ART,4.0,2.0
SPEE031: Rhetoric of Social Justice: Public Advocacy and U.S. Social Justice Movements,"ART, CI",0.0,1.0
SPEE037: Health Communication,SOC,0.0,4.0
SPEE040: Resistance To Influence: Inoculation Theory-Based Persuasion,SOC,3.0,2.0
THEA001: Introduction to Theater,ART,5.0,11.0
THEA007.01: Theater for Social Change,ART,2.0,3.0
THEA007: First-Year Seminars in Theater,,4.0,18.0
THEA015: Theatre and Society I: Classical and Medieval Performance,"INT, ART, W",4.0,13.0
THEA016: Theatre and Society II: Early Modern Performance,"INT, ART, W",5.0,2.0
THEA017: Theatre and Society III: 19th and 20th Century Performance,"INT, ART, W",2.0,2.0
THEA019: Human Rights and Performance,,1.0,1.0
"THEA022: Black Theater, U.S.A.","ART, CI",1.0,1.0
THEA024: Asian Performance Traditions,"ART, NW",0.0,1.0
THEA026: Movement Fundamentals I,ART,5.0,5.0
THEA027: Movement Fundamentals II,ART,6.0,10.0
THEA028: Dance Composition,ART,4.0,1.0
THEA029: Dance Theater Performance,ART,1.0,2.0
THEA030: Acting I,ART,61.0,88.0
THEA031: Acting II,ART,6.0,12.0
THEA032: Acting III,,1.0,3.0
THEA035: Acting for Musical Theater,ART,8.0,1.0
THEA036: The Speaking Voice for the Stage,ART,4.0,10.0
THEA040: Technical Production,ART,3.0,29.0
THEA041: Stage Management,ART,3.0,6.0
THEA042: Scene Design I,ART,7.0,3.0
THEA043: Scene Design II,ART,1.0,2.0
THEA044: Lighting Design,ART,4.0,7.0
THEA045: Composition and Design,,1.0,6.0
THEA046: Costume Production,,1.0,1.0
THEA048: Costume Design,"ART, W",4.0,10.0
THEA050: Playwriting I,ART,7.0,19.0
THEA054: Directing,ART,1.0,5.0
THEA062: Plays in Performance-Perception and Analysis,"ART, W",1.0,4.0
THEA065: Summer Theater Lab,ART,2.0,3.0
TUCK001: Financial Accounting,,16.0,9.0
TUCK002: Principles of Marketing,,17.0,11.0
TUCK003: Business Management and Strategy,,1.0,5.0
WGSS007.04: Women in Journalism,"SOC, W",10.0,3.0
WGSS007.08: Gender and Genius,"LIT, CI",1.0,1.0
WGSS007.12: Humanities and Human Rights,ART,1.0,1.0
"WGSS007.15: Looks, Lookism and the Law",TMV,6.0,1.0
WGSS007.17: Watch Your Language!,"SOC, CI",2.0,1.0
WGSS007.19: New Dickinson,"W, LIT",4.0,1.0
"WGSS007: First-Year Seminar in Women's, Gender, and Sexuality Studies",,8.0,49.0
"WGSS010: Sex, Gender, and Society","SOC, CI",124.0,120.0
WGSS015: Roots of Feminisms: Texts and Contexts,"SOC, CI",3.0,3.0
WGSS016: Contemporary Issues in Feminism: Theory and Practice,"SOC, CI",4.0,13.0
WGSS018.01: Gay Lsbn Bsxl Trnsgdr Study,"SOC, CI",-2.0,1.0
"WGSS018: Introduction to Lesbian, Gay, Bisexual, and Transgender Studies","SOC, CI",1.0,8.0
"WGSS020.02: #MeToo: Intersectionality, Hashtag Activism, and Our Lives","SOC, CI",2.0,1.0
WGSS022.01: Gender and European Society from Antiquity to the Reformation,"TMV, CI",-1.0,1.0
WGSS026.02: Women and American Radicalism Left and Right,"SOC, CI",4.0,1.0
WGSS030.05: Maid in America: The Politics of Domestic Labor,"ART, CI",4.0,1.0
WGSS030.06: Women and Poverty in the United States,"SOC, CI",2.0,2.0
WGSS032.03: The Constitutional Rights of Women,"TMV, CI",2.0,1.0
WGSS033.05: Unstalling the Stalled Revolution: Gender (In)equality at Work and at Home,"SOC, W",0.0,1.0
WGSS036.01: Gender in Cross-Cultural Perspective,"INT, SOC, CI",3.0,3.0
WGSS040.06: Race and Memory: Feminist and Queer Performance Against Disavowal,"CI, SOC, INT",2.0,2.0
WGSS041.06: Transnational Feminisms,"INT, SOC, NW",6.0,3.0
WGSS043.06: Gender in Islam,"TMV, NW",1.0,1.0
WGSS046.01: Philosophy and Gender,"TMV, CI",2.0,1.0
WGSS048.08: Desire and Difference in 19th Century British Fiction,"LIT, W",3.0,1.0
"WGSS056.03: Family Matters: Pedro Almodovar, Gender Reversals, and New Communities","ART, CI",2.0,1.0
"WGSS065.06: Radical Sexuality: Of Color, Wildness, and Fabulosity","INT, ART, NW",3.0,1.0
WGSS065.07: Queer Popular Culture,"INT, SOC, CI",0.0,1.0
WGSS066.06: Bodies and Technologies in Asian American Popular Cultures,"CI, ART",4.0,4.0
"WGSS080: Seminar in Women's, Gender, and Sexuality Studies",SOC,3.0,7.0
WRIT002: Composition and Research: I,,39.0,38.0
WRIT003: Composition and Research: II,,13.0,16.0
WRIT005: Expository Writing,,330.0,821.0
WRIT007.14: Learning from Dartmouth,"ART, W",-1.0,1.0
WRIT007.19: The Stories We Tell,LIT,0.0,2.0
WRIT007.22: Technology and Sport,TAS,4.0,1.0
WRIT007.23: The Art of the Interview,SOC,14.0,4.0
WRIT007.25: The Worlds Englishes,"INT, SOC",0.0,2.0
WRIT007.27: Philosophy of Science,TMV,4.0,5.0
WRIT007.30: The Female Detective,"LIT, CI",3.0,2.0
WRIT007.31: Novels of Empire,"LIT, CI",0.0,1.0
WRIT007.33: Controv Sci and Pub Opinion,SOC,0.0,1.0
WRIT007: First-year Seminar in Writing,,4.0,10.0
WRIT008: Writing with Media,ART,1.0,5.0
WRIT042: The Art of Science Writing,,1.0,1.0
WRIT043: The Written Judicial Opinion,SOC,7.0,11.0
